USD,9.871,02-Jun-2022 21:34:49.136470
USD,9.862,02-Jun-2022 21:35:04.036088
USD,9.861,02-Jun-2022 21:35:19.150373
USD,9.861,02-Jun-2022 21:35:33.963697
USD,9.864,02-Jun-2022 21:35:49.474729
